bv2022;nb_docteurs_pondere;population_2023_bv
57631;2.333333333;48898.0
57672;13.749999998;189453.0
58059;1.0;16298.0
58062;0.0;10120.0
58079;0.5;20801.0
58083;0.0;8344.0
58086;2.75;40566.0
58095;0.333333333;19609.0
58134;0.0;5515.0
58149;0.0;4664.0
58194;5.7;95304.0
58218;0.0;3731.0
58264;0.0;4670.0
59011;0.0;25599.0
59015;0.0;17444.0
59017;4.124999999;94439.0
59033;0.0;20897.0
59036;0.5;26679.0
59037;0.0;10137.0
59051;0.0;43416.0
59053;0.0;12904.0
59067;0.0;21360.0
59094;0.0;10317.0
59107;0.0;9952.0
59122;10.619047624;89313.0
59136;0.0;13782.0
59139;0.0;36905.0
59168;0.0;11242.0
59172;0.0;77231.0
59178;7.1023809579999995;163006.0
59183;12.166666665;163373.0
59239;0.0;5745.0
59249;1.5;18225.0
59273;0.0;27097.0
59295;6.869047624;33681.0
59324;0.0;16874.0
59331;0.0;9726.0
59350;73.076190473;1079992.0
59375;0.0;7991.0
59392;2.5;85755.0
59400;0.0;43059.0
59449;0.5;24290.0
59462;0.0;6584.0
59466;0.333333333;32495.0
59481;3.0;23690.0
59484;0.0;10809.0
59526;2.0;38950.0
59571;0.0;10564.0
59574;6.9761904789999996;84346.0
59580;0.0;17711.0
59601;0.0;6214.0
59606;13.61904762;174682.0
59616;0.0;39365.0
59653;2.333333332;19504.0
59663;0.0;19863.0
60057;7.9;99581.0
60103;0.0;20005.0
60104;2.133333333;17737.0
60141;5.566666667;38655.0
60143;0.0;9562.0
60157;3.2;28520.0
60159;8.0;108759.0
60175;3.0;114859.0
